Image Name,Overlay Intensity,Image Overlay Transparency Level,Overlay Color Scheme,Icon Size,Icon Consistency,Icon Relevance to Content,Text Font Style,Text Font Size,Text Hierarchy Consistency,Color Scheme,Contrast Ratio,Color Consistency,Relevance of Content,Content Organization,Amount of Content,Text Contrast,Font Legibility,Readability Level,Ease of use,Satisfaction,helpfulness,Visual appeal,Usability Score,Accessibility Score
medical apps (5).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (50).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
medical apps (51).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (52).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (53).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (54).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (55).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,84.45,93
medical apps (56).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (57).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (58).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,84.85,75
medical apps (59).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,77.85,75
medical apps (6).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (60).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (61).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (62).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.7,75
medical apps (63).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,85.45,75
medical apps (64).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (65).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (66).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (67).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (68).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,88.9,75
medical apps (69).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (7).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (70).png,Low,Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,74.85,75
medical apps (71).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
medical apps (72).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (73).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (74).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
medical apps (75).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (76).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (77).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
medical apps (78).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (79).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (8).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (80).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (81).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (82).png,Moderate,Semi-Transparent,Good,None,None,None,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,easy,satisfied,helpful,good,65.55,75
medical apps (83).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (84).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,88.65,93
medical apps (85).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (86).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (87).png,Moderate,Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,75.6,93
medical apps (88).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
medical apps (89).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (9).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,78.85,75
medical apps (90).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
medical apps (91).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,very satisfied,very helpful,excellent,81.55,93
medical apps (92).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,88.9,75
medical apps (93).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
medical apps (94).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (95).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.65,75
medical apps (96).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (97).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
medical apps (98).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,87.45,93
medical apps (99).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Menue_Banking (1).png,Low,None,None,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,71.05,75
Menue_Banking (10).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,89.55,75
Menue_Banking (11).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Menue_Banking (12).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,94.8,93
Menue_Banking (13).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,94.8,93
Menue_Banking (14).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,88.65,93
Menue_Banking (15).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,satisfied,helpful,excellent,82,84
Menue_Banking (16).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Banking (17).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,very satisfied,very helpful,excellent,82,93
Menue_Banking (18).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Menue_Banking (19).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.35,75
Menue_Banking (2).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
Menue_Banking (20).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Menue_Banking (21).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,94.8,93
Menue_Banking (22).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Menue_Banking (23).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
Menue_Banking (24).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Menue_Banking (25).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Banking (26).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Menue_Banking (27).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
Menue_Banking (28).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Menue_Banking (29).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Banking (3).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,94.8,93
Menue_Banking (30).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,very satisfied,very helpful,excellent,82,93
Menue_Banking (31).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Menue_Banking (32).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Menue_Banking (33).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Menue_Banking (34).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,89.55,93
Menue_Banking (35).png,Low,None,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,89.1,93
Menue_Banking (36).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,90,75
Menue_Banking (37).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Menue_Banking (38).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,94.35,93
Menue_Banking (39).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.7,75
Menue_Banking (4).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Menue_Banking (40).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Menue_Banking (41).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Menue_Banking (42).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
Menue_Banking (43).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.7,75
Menue_Banking (44).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Banking (45).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Menue_Banking (46).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Menue_Banking (47).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.15,93
Menue_Banking (48).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.65,75
Menue_Banking (49).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,90,75
Menue_Banking (5).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Banking (50).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Banking (51).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,92.1,93
Menue_Banking (52).png,High,None,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,90,93
Menue_Banking (6).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
Menue_Banking (7).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,88.9,75
Menue_Banking (8).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.35,75
Menue_Banking (9).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Games (1).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Games (2).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Games (3).png,High,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.55,75
Menue_Games (4).png,High,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,89.35,75
Menue_Games (5).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Games (6).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Menue_Games (7).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Games (8).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Menue_Health (1).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.15,75
Menue_Health (10).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Menue_Health (11).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
